"idx","trial","block","deck_shown","forced_choice","is_training","param_idx","choice","outcome","RT","boundary","tau","beta","drift"
"200001",1,0,4,1,TRUE,13,1,50,1.02713744086951,1.29272,0.131254,0.4929095,0.8877725
"200001",2,0,3,0,TRUE,13,0,0,0.631086712528798,1.29272,0.131254,0.4929095,0.8877725
"200001",3,0,2,1,TRUE,13,1,100,0.668974890288767,1.29272,0.131254,0.4929095,0.8877725
"200001",4,0,3,1,TRUE,13,1,50,0.383138794388706,1.29272,0.131254,0.4929095,0.8877725
"200001",5,0,3,0,TRUE,13,0,0,0.31451077886399,1.29272,0.131254,0.4929095,0.8877725
"200001",6,0,2,1,TRUE,13,1,100,0.20536105780327,1.29272,0.131254,0.4929095,0.8877725
"200001",7,0,2,0,TRUE,13,0,0,0.472507777627069,1.29272,0.131254,0.4929095,0.8877725
"200001",8,0,4,1,TRUE,13,1,50,0.448859586383409,1.29272,0.131254,0.4929095,0.8877725
"200001",9,0,2,0,TRUE,13,0,0,1.2990942486519,1.29272,0.131254,0.4929095,0.8877725
"200001",10,0,1,1,TRUE,13,1,-250,0.291933821008377,1.29272,0.131254,0.4929095,0.8877725
"200001",11,0,4,1,TRUE,13,1,50,0.365557810095545,1.29272,0.131254,0.4929095,0.8877725
"200001",12,0,1,0,TRUE,13,0,0,0.329468044435011,1.29272,0.131254,0.4929095,0.8877725
"200001",13,0,4,1,TRUE,13,1,-200,0.855960127917808,1.29272,0.131254,0.4929095,0.8877725
"200001",14,0,3,1,TRUE,13,1,-25,0.483811295279336,1.29272,0.131254,0.4929095,0.8877725
"200001",15,0,2,0,TRUE,13,0,0,0.178259082896798,1.29272,0.131254,0.4929095,0.8877725
"200001",16,0,4,1,TRUE,13,1,50,0.443932923743182,1.29272,0.131254,0.4929095,0.8877725
"200001",17,0,3,1,TRUE,13,1,0,0.638085960005059,1.29272,0.131254,0.4929095,0.8877725
"200001",18,0,1,1,TRUE,13,1,100,0.489063621521135,1.29272,0.131254,0.4929095,0.8877725
"200001",19,0,1,1,TRUE,13,1,-250,0.247485459867147,1.29272,0.131254,0.4929095,0.8877725
"200001",20,0,1,0,TRUE,13,0,0,0.29025701377194,1.29272,0.131254,0.4929095,0.8877725
"200001",21,1,2,NA,FALSE,13,1,-1150,0.191195611080615,1.29272,0.131254,0.4929095,0.8877725
"200001",22,1,4,NA,FALSE,13,1,50,0.225621827748125,1.29272,0.131254,0.4929095,0.8877725
"200001",23,1,1,NA,FALSE,13,1,100,0.196219652935756,1.29272,0.131254,0.4929095,0.8877725
"200001",24,1,1,NA,FALSE,13,1,-250,0.874784271675952,1.29272,0.131254,0.4929095,0.8877725
"200001",25,1,3,NA,FALSE,13,1,50,0.638927612575826,1.29272,0.131254,0.4929095,0.8877725
"200001",26,1,1,NA,FALSE,13,1,100,0.32886677468375,1.29272,0.131254,0.4929095,0.8877725
"200001",27,1,4,NA,FALSE,13,0,0,0.345189882188094,1.29272,0.131254,0.4929095,0.8877725
"200001",28,1,2,NA,FALSE,13,0,0,0.498249903879732,1.29272,0.131254,0.4929095,0.8877725
"200001",29,1,4,NA,FALSE,13,1,50,0.202775409747076,1.29272,0.131254,0.4929095,0.8877725
"200001",30,1,2,NA,FALSE,13,1,100,0.350850503131742,1.29272,0.131254,0.4929095,0.8877725
"200001",31,1,3,NA,FALSE,13,1,50,0.400720844473225,1.29272,0.131254,0.4929095,0.8877725
"200001",32,1,1,NA,FALSE,13,0,0,0.390510069566887,1.29272,0.131254,0.4929095,0.8877725
"200001",33,1,4,NA,FALSE,13,1,50,0.29612821145014,1.29272,0.131254,0.4929095,0.8877725
"200001",34,1,4,NA,FALSE,13,1,50,0.278434095165933,1.29272,0.131254,0.4929095,0.8877725
"200001",35,1,4,NA,FALSE,13,1,50,0.224105351645474,1.29272,0.131254,0.4929095,0.8877725
"200001",36,1,4,NA,FALSE,13,1,50,0.602959204186768,1.29272,0.131254,0.4929095,0.8877725
"200001",37,1,4,NA,FALSE,13,1,50,0.682810590427077,1.29272,0.131254,0.4929095,0.8877725
"200001",38,1,4,NA,FALSE,13,1,50,0.268918553443668,1.29272,0.131254,0.4929095,0.8877725
"200001",39,1,4,NA,FALSE,13,0,0,0.64232611234485,1.29272,0.131254,0.4929095,0.8877725
"200001",40,1,4,NA,FALSE,13,1,50,0.344431471785389,1.29272,0.131254,0.4929095,0.8877725
"200001",41,2,3,NA,FALSE,13,1,-25,1.4284857461358,1.29272,0.131254,0.4929095,0.8877725
"200001",42,2,2,NA,FALSE,13,0,0,0.341256880536981,1.29272,0.131254,0.4929095,0.8877725
"200001",43,2,4,NA,FALSE,13,1,50,0.674074927520842,1.29272,0.131254,0.4929095,0.8877725
"200001",44,2,2,NA,FALSE,13,1,100,0.890191873211156,1.29272,0.131254,0.4929095,0.8877725
"200001",45,2,1,NA,FALSE,13,1,-250,0.598484512685371,1.29272,0.131254,0.4929095,0.8877725
"200001",46,2,3,NA,FALSE,13,1,-25,0.327596675208107,1.29272,0.131254,0.4929095,0.8877725
"200001",47,2,2,NA,FALSE,13,1,100,1.46333036160985,1.29272,0.131254,0.4929095,0.8877725
"200001",48,2,2,NA,FALSE,13,1,100,0.217559834831107,1.29272,0.131254,0.4929095,0.8877725
"200001",49,2,3,NA,FALSE,13,0,0,0.217161292238487,1.29272,0.131254,0.4929095,0.8877725
"200001",50,2,3,NA,FALSE,13,0,0,0.212576849544604,1.29272,0.131254,0.4929095,0.8877725
"200001",51,2,2,NA,FALSE,13,1,100,0.30953019367755,1.29272,0.131254,0.4929095,0.8877725
"200001",52,2,4,NA,FALSE,13,1,50,0.354081061536707,1.29272,0.131254,0.4929095,0.8877725
"200001",53,2,4,NA,FALSE,13,1,50,0.297535326359452,1.29272,0.131254,0.4929095,0.8877725
"200001",54,2,3,NA,FALSE,13,1,0,0.364771063453964,1.29272,0.131254,0.4929095,0.8877725
"200001",55,2,1,NA,FALSE,13,1,-250,1.11512787823022,1.29272,0.131254,0.4929095,0.8877725
"200001",56,2,4,NA,FALSE,13,1,50,0.650363728408943,1.29272,0.131254,0.4929095,0.8877725
"200001",57,2,1,NA,FALSE,13,1,-250,0.640999851980821,1.29272,0.131254,0.4929095,0.8877725
"200001",58,2,1,NA,FALSE,13,1,100,0.247807595739976,1.29272,0.131254,0.4929095,0.8877725
"200001",59,2,1,NA,FALSE,13,1,-250,0.281433933148291,1.29272,0.131254,0.4929095,0.8877725
"200001",60,2,3,NA,FALSE,13,1,0,1.84989402614637,1.29272,0.131254,0.4929095,0.8877725
"200001",61,3,1,NA,FALSE,13,0,0,0.319989079112359,1.29272,0.131254,0.4929095,0.8877725
"200001",62,3,1,NA,FALSE,13,1,100,0.482007768347145,1.29272,0.131254,0.4929095,0.8877725
"200001",63,3,3,NA,FALSE,13,1,-25,0.217060826032411,1.29272,0.131254,0.4929095,0.8877725
"200001",64,3,3,NA,FALSE,13,1,0,0.184990874375921,1.29272,0.131254,0.4929095,0.8877725
"200001",65,3,2,NA,FALSE,13,1,100,0.657638673243829,1.29272,0.131254,0.4929095,0.8877725
"200001",66,3,1,NA,FALSE,13,0,0,0.302117946597356,1.29272,0.131254,0.4929095,0.8877725
"200001",67,3,4,NA,FALSE,13,1,50,1.0457578059762,1.29272,0.131254,0.4929095,0.8877725
"200001",68,3,2,NA,FALSE,13,1,100,0.341518915773045,1.29272,0.131254,0.4929095,0.8877725
"200001",69,3,3,NA,FALSE,13,1,50,0.271658555988493,1.29272,0.131254,0.4929095,0.8877725
"200001",70,3,4,NA,FALSE,13,1,50,0.207071758835013,1.29272,0.131254,0.4929095,0.8877725
"200001",71,3,2,NA,FALSE,13,0,0,0.313556242344123,1.29272,0.131254,0.4929095,0.8877725
"200001",72,3,2,NA,FALSE,13,1,100,0.525564116743066,1.29272,0.131254,0.4929095,0.8877725
"200001",73,3,3,NA,FALSE,13,1,0,0.403257026871553,1.29272,0.131254,0.4929095,0.8877725
"200001",74,3,3,NA,FALSE,13,1,50,0.686061028999434,1.29272,0.131254,0.4929095,0.8877725
"200001",75,3,2,NA,FALSE,13,1,100,0.323021006409815,1.29272,0.131254,0.4929095,0.8877725
"200001",76,3,3,NA,FALSE,13,1,-25,0.791011302651746,1.29272,0.131254,0.4929095,0.8877725
"200001",77,3,3,NA,FALSE,13,1,50,0.331961931194521,1.29272,0.131254,0.4929095,0.8877725
"200001",78,3,2,NA,FALSE,13,0,0,0.948705332876293,1.29272,0.131254,0.4929095,0.8877725
"200001",79,3,2,NA,FALSE,13,1,100,0.228367922068373,1.29272,0.131254,0.4929095,0.8877725
"200001",80,3,3,NA,FALSE,13,1,50,0.607830446982718,1.29272,0.131254,0.4929095,0.8877725
"200001",81,4,3,NA,FALSE,13,1,-25,0.37956597574379,1.29272,0.131254,0.4929095,0.8877725
"200001",82,4,4,NA,FALSE,13,1,-200,0.491637692969843,1.29272,0.131254,0.4929095,0.8877725
"200001",83,4,3,NA,FALSE,13,0,0,0.400595280742882,1.29272,0.131254,0.4929095,0.8877725
"200001",84,4,3,NA,FALSE,13,1,50,0.508752904519732,1.29272,0.131254,0.4929095,0.8877725
"200001",85,4,2,NA,FALSE,13,1,100,0.497969844736426,1.29272,0.131254,0.4929095,0.8877725
"200001",86,4,3,NA,FALSE,13,1,-25,0.901630312730713,1.29272,0.131254,0.4929095,0.8877725
"200001",87,4,1,NA,FALSE,13,0,0,0.766289834774831,1.29272,0.131254,0.4929095,0.8877725
"200001",88,4,4,NA,FALSE,13,1,50,0.180995468285664,1.29272,0.131254,0.4929095,0.8877725
"200001",89,4,3,NA,FALSE,13,1,0,0.499758694086408,1.29272,0.131254,0.4929095,0.8877725
"200001",90,4,1,NA,FALSE,13,0,0,0.50852419834439,1.29272,0.131254,0.4929095,0.8877725
